date.0000000,achieve_incident_resolved
2017-07-20 23:00:00.0000000,0.842795233
2017-07-20 23:00:10.0000000,0.843154786
2017-07-20 23:00:20.0000000,0.843246513
2017-07-20 23:00:30.0000000,0.843429967
2017-07-20 23:00:40.0000000,0.843704113
2017-07-20 23:00:50.0000000,0.843973165
2017-07-20 23:01:00.0000000,0.844427833
2017-07-20 23:01:10.0000000,0.844702154
2017-07-20 23:01:20.0000000,0.844976515
2017-07-20 23:01:30.0000000,0.845245824
2017-07-20 23:01:40.0000000,0.845428448
2017-07-20 23:01:50.0000000,0.845702925
2017-07-20 23:02:00.0000000,0.846244929
2017-07-20 23:02:10.0000000,0.846336803
2017-07-20 23:02:20.0000000,0.846611436
2017-07-20 23:02:30.0000000,0.846886109
2017-07-20 23:02:40.0000000,0.847154793
2017-07-20 23:02:50.0000000,0.847429563
2017-07-20 23:03:00.0000000,0.847613407
2017-07-20 23:03:10.0000000,0.848160205
2017-07-20 23:03:20.0000000,0.848521147
2017-07-20 23:03:30.0000000,0.848796152
2017-07-20 23:03:40.0000000,0.848979186
2017-07-20 23:03:50.0000000,0.84925426
2017-07-20 23:04:00.0000000,0.84952344
2017-07-20 23:04:10.0000000,0.849707519
2017-07-20 23:04:20.0000000,0.84998271
2017-07-20 23:04:30.0000000,0.850074759
2017-07-20 23:04:40.0000000,0.85034503
2017-07-20 23:04:50.0000000,0.850528249
2017-07-20 23:05:00.0000000,0.850803566
2017-07-20 23:05:10.0000000,0.851078923
2017-07-20 23:05:20.0000000,0.851622143
2017-07-20 23:05:30.0000000,0.851806417
2017-07-20 23:05:40.0000000,0.851989803
2017-07-20 23:05:50.0000000,0.852265365
2017-07-20 23:06:00.0000000,0.852535177
2017-07-20 23:06:10.0000000,0.852810836
2017-07-20 23:06:20.0000000,0.852994339
2017-07-20 23:06:30.0000000,0.853086535
2017-07-20 23:06:40.0000000,0.853356518
2017-07-20 23:06:50.0000000,0.853448733
2017-07-20 23:07:00.0000000,0.852170458
2017-07-20 23:07:10.0000000,0.849612625
2017-07-20 23:07:20.0000000,0.847322822
2017-07-20 23:07:30.0000000,0.8446722
2017-07-20 23:07:40.0000000,0.842203342
2017-07-20 23:07:50.0000000,0.839642683
2017-07-20 23:08:00.0000000,0.84083067
2017-07-20 23:08:10.0000000,0.841098089
2017-07-20 23:08:20.0000000,0.841280354
2017-07-20 23:08:30.0000000,0.841462639
2017-07-20 23:08:40.0000000,0.841644944
2017-07-20 23:08:50.0000000,0.841918772
2017-07-20 23:09:00.0000000,0.842191977
2017-07-20 23:09:10.0000000,0.842374361
2017-07-20 23:09:20.0000000,0.842647636
2017-07-20 23:09:30.0000000,0.842830069
2017-07-20 23:09:40.0000000,0.843012522
2017-07-20 23:09:50.0000000,0.843285896
2017-07-20 23:10:00.0000000,0.84356
2017-07-20 23:10:10.0000000,0.843833462
2017-07-20 23:10:20.0000000,0.844016024
2017-07-20 23:10:30.0000000,0.844198605
2017-07-20 23:10:40.0000000,0.844472167
2017-07-20 23:10:50.0000000,0.844654797
2017-07-20 23:11:00.0000000,0.845020118
2017-07-20 23:11:10.0000000,0.845202808
2017-07-20 23:11:20.0000000,0.845385518
2017-07-20 23:11:30.0000000,0.845567536
2017-07-20 23:11:40.0000000,0.845750286
2017-07-20 23:11:50.0000000,0.845933055
2017-07-20 23:12:00.0000000,0.846206882
2017-07-20 23:12:10.0000000,0.846389701
2017-07-20 23:12:20.0000000,0.846572539
2017-07-20 23:12:30.0000000,0.846572539
2017-07-20 23:12:40.0000000,0.846664328
2017-07-20 23:12:50.0000000,0.846755396
2017-07-20 23:13:00.0000000,0.846755396
2017-07-20 23:13:10.0000000,0.846938274
2017-07-20 23:13:20.0000000,0.847299512
2017-07-20 23:13:30.0000000,0.847299512
2017-07-20 23:13:40.0000000,0.847482458
2017-07-20 23:13:50.0000000,0.847574286
2017-07-20 23:14:00.0000000,0.848118661
2017-07-20 23:14:10.0000000,0.848301704
2017-07-20 23:14:20.0000000,0.848392899
2017-07-20 23:14:30.0000000,0.848575972
2017-07-20 23:14:40.0000000,0.848759064
2017-07-20 23:14:50.0000000,0.848936239
2017-07-20 23:15:00.0000000,0.849303212
2017-07-20 23:15:10.0000000,0.849394466
2017-07-20 23:15:20.0000000,0.849486392
2017-07-20 23:15:30.0000000,0.849755625
2017-07-20 23:15:40.0000000,0.849938863
2017-07-20 23:15:50.0000000,0.850030157
2017-07-20 23:16:00.0000000,0.850489348
2017-07-20 23:16:10.0000000,0.850580681
2017-07-20 23:16:20.0000000,0.850850144
2017-07-20 23:16:30.0000000,0.851033509
2017-07-20 23:16:40.0000000,0.851216894
2017-07-20 23:16:50.0000000,0.851308917
2017-07-20 23:17:00.0000000,0.851768432
2017-07-20 23:17:10.0000000,0.851946091
2017-07-20 23:17:20.0000000,0.852129584
2017-07-20 23:17:30.0000000,0.852313096
2017-07-20 23:17:40.0000000,0.852404546
2017-07-20 23:17:50.0000000,0.852674391
2017-07-20 23:18:00.0000000,0.852857971
2017-07-20 23:18:10.0000000,0.853225813
2017-07-20 23:18:20.0000000,0.853317322
2017-07-20 23:18:30.0000000,0.853500971
2017-07-20 23:18:40.0000000,0.853771046
2017-07-20 23:18:50.0000000,0.853954754
2017-07-20 23:19:00.0000000,0.854322228
2017-07-20 23:19:10.0000000,0.854505995
2017-07-20 23:19:20.0000000,0.854689781
2017-07-20 23:19:30.0000000,0.855051711
2017-07-20 23:19:40.0000000,0.855235565
2017-07-20 23:19:50.0000000,0.85541944
2017-07-20 23:20:00.0000000,0.855511698
2017-07-20 23:20:10.0000000,0.855695602
2017-07-20 23:20:20.0000000,0.855874471
2017-07-20 23:20:30.0000000,0.855966749
2017-07-20 23:20:40.0000000,0.856150711
2017-07-20 23:20:50.0000000,0.856242998
2017-07-20 23:21:00.0000000,0.856334693
2017-07-20 23:21:10.0000000,0.856513647
2017-07-20 23:21:20.0000000,0.856697677
2017-07-20 23:21:30.0000000,0.856881727
2017-07-20 23:21:40.0000000,0.857065796
2017-07-20 23:21:50.0000000,0.857341639
2017-07-20 23:22:00.0000000,0.857525758
2017-07-20 23:22:10.0000000,0.85770429
2017-07-20 23:22:20.0000000,0.857888457
2017-07-20 23:22:30.0000000,0.858072644
2017-07-20 23:22:40.0000000,0.858256851
2017-07-20 23:22:50.0000000,0.85853289
2017-07-20 23:23:00.0000000,0.858896471
2017-07-20 23:23:10.0000000,0.859080776
2017-07-20 23:23:20.0000000,0.8592651
2017-07-20 23:23:30.0000000,0.859449444
2017-07-20 23:23:40.0000000,0.859633808
2017-07-20 23:23:50.0000000,0.859905165
2017-07-20 23:24:00.0000000,0.859997065
2017-07-20 23:24:10.0000000,0.860273407
2017-07-20 23:24:20.0000000,0.860457868
2017-07-20 23:24:30.0000000,0.860549788
2017-07-20 23:24:40.0000000,0.860734279
2017-07-20 23:24:50.0000000,0.860913275
2017-07-20 23:25:00.0000000,0.861097815
2017-07-20 23:25:10.0000000,0.860078431
2017-07-20 23:25:20.0000000,0.85905881
2017-07-20 23:25:30.0000000,0.858038952
2017-07-20 23:25:40.0000000,0.857105529
2017-07-20 23:25:50.0000000,0.856085093
2017-07-20 23:26:00.0000000,0.856360502
2017-07-20 23:26:10.0000000,0.85571036
2017-07-20 23:26:20.0000000,0.854689261
2017-07-20 23:26:30.0000000,0.853667925
2017-07-20 23:26:40.0000000,0.852825302
2017-07-20 23:26:50.0000000,0.851803398
2017-07-20 23:27:00.0000000,0.851986986
2017-07-20 23:27:10.0000000,0.852170594
2017-07-20 23:27:20.0000000,0.851241003
2017-07-20 23:27:30.0000000,0.850218417
2017-07-20 23:27:40.0000000,0.849374254
2017-07-20 23:27:50.0000000,0.848443907
2017-07-20 23:28:00.0000000,0.84853433
2017-07-20 23:28:10.0000000,0.847603657
2017-07-20 23:28:20.0000000,0.846672765
2017-07-20 23:28:30.0000000,0.845648809
2017-07-20 23:28:40.0000000,0.844802875
2017-07-20 23:28:50.0000000,0.843871227
2017-07-20 23:29:00.0000000,0.844146877
2017-07-20 23:29:10.0000000,0.843214922
2017-07-20 23:29:20.0000000,0.84228275
2017-07-20 23:29:30.0000000,0.84135036
2017-07-20 23:29:40.0000000,0.840502711
2017-07-20 23:29:50.0000000,0.839569791
2017-07-20 23:30:00.0000000,0.839845064
2017-07-20 23:30:10.0000000,0.838911838
2017-07-20 23:30:20.0000000,0.837978393
2017-07-20 23:30:30.0000000,0.837044732
2017-07-20 23:30:40.0000000,0.836288371
2017-07-20 23:30:50.0000000,0.83535419
2017-07-20 23:31:00.0000000,0.835815141
2017-07-20 23:31:10.0000000,0.836090105
2017-07-20 23:31:20.0000000,0.836272066
2017-07-20 23:31:30.0000000,0.836454046
2017-07-20 23:31:40.0000000,0.836542983
2017-07-20 23:31:50.0000000,0.836724993
2017-07-20 23:32:00.0000000,0.837186271
2017-07-20 23:32:10.0000000,0.837368351
2017-07-20 23:32:20.0000000,0.837457347
2017-07-20 23:32:30.0000000,0.837639456
2017-07-20 23:32:40.0000000,0.837999397
2017-07-20 23:32:50.0000000,0.838181573
2017-07-20 23:33:00.0000000,0.838367857
2017-07-20 23:33:10.0000000,0.838550073
2017-07-20 23:33:20.0000000,0.838732309
2017-07-20 23:33:30.0000000,0.838821394
2017-07-20 23:33:40.0000000,0.839088451
2017-07-20 23:33:50.0000000,0.839270755
2017-07-20 23:34:00.0000000,0.839453079
2017-07-20 23:34:10.0000000,0.839728643
2017-07-20 23:34:20.0000000,0.839911016
2017-07-20 23:34:30.0000000,0.840093409
2017-07-20 23:34:40.0000000,0.840275822
2017-07-20 23:34:50.0000000,0.840543184
2017-07-20 23:35:00.0000000,0.840636453
2017-07-20 23:35:10.0000000,0.840912213
2017-07-20 23:35:20.0000000,0.841001435
2017-07-20 23:35:30.0000000,0.841183955
2017-07-20 23:35:40.0000000,0.841366496
2017-07-20 23:35:50.0000000,0.841540758
2017-07-20 23:36:00.0000000,0.841914071
2017-07-20 23:36:10.0000000,0.842007399
2017-07-20 23:36:20.0000000,0.842190037
2017-07-20 23:36:30.0000000,0.842283375
2017-07-20 23:36:40.0000000,0.842376714
2017-07-20 23:36:50.0000000,0.841443332
2017-07-20 23:37:00.0000000,0.841897655
2017-07-20 23:37:10.0000000,0.841991013
2017-07-20 23:37:20.0000000,0.84208437
2017-07-20 23:37:30.0000000,0.842177728
2017-07-20 23:37:40.0000000,0.842271085
2017-07-20 23:37:50.0000000,0.842364443
2017-07-20 23:38:00.0000000,0.842640496
2017-07-20 23:38:10.0000000,0.84272562
2017-07-20 23:38:20.0000000,0.842908354
2017-07-20 23:38:30.0000000,0.843001741
2017-07-20 23:38:40.0000000,0.843184505
2017-07-20 23:38:50.0000000,0.843273882
2017-07-20 23:39:00.0000000,0.843554102
2017-07-20 23:39:10.0000000,0.843736925
2017-07-20 23:39:20.0000000,0.843822151
2017-07-20 23:39:30.0000000,0.844005012
2017-07-20 23:39:40.0000000,0.844187894
2017-07-20 23:39:50.0000000,0.844281339
2017-07-20 23:40:00.0000000,0.84446425
2017-07-20 23:40:10.0000000,0.843525596
2017-07-20 23:40:20.0000000,0.842680199
2017-07-20 23:40:30.0000000,0.841826135
2017-07-20 23:40:40.0000000,0.840797693
2017-07-20 23:40:50.0000000,0.839951696
2017-07-20 23:41:00.0000000,0.840414704
2017-07-20 23:41:10.0000000,0.840503693
2017-07-20 23:41:20.0000000,0.840686216
2017-07-20 23:41:30.0000000,0.84086876
2017-07-20 23:41:40.0000000,0.840953679
2017-07-20 23:41:50.0000000,0.841136261
2017-07-20 23:42:00.0000000,0.841973876
2017-07-20 23:42:10.0000000,0.842156567
2017-07-20 23:42:20.0000000,0.842245684
2017-07-20 23:42:30.0000000,0.842428404
2017-07-20 23:42:40.0000000,0.842522007
2017-07-20 23:42:50.0000000,0.842704757
2017-07-20 23:43:00.0000000,0.841942685
2017-07-20 23:43:10.0000000,0.841099993
2017-07-20 23:43:20.0000000,0.839222472
2017-07-20 23:43:30.0000000,0.837255983
2017-07-20 23:43:40.0000000,0.83547149
2017-07-20 23:43:50.0000000,0.833598446
2017-07-20 23:44:00.0000000,0.834066707
2017-07-20 23:44:10.0000000,0.834244584
2017-07-20 23:44:20.0000000,0.834426479
2017-07-20 23:44:30.0000000,0.834608394
2017-07-20 23:44:40.0000000,0.834702076
2017-07-20 23:44:50.0000000,0.834884021
2017-07-20 23:45:00.0000000,0.835071404
2017-07-20 23:45:10.0000000,0.833928991
2017-07-20 23:45:20.0000000,0.832874603
2017-07-20 23:45:30.0000000,0.831815617
2017-07-20 23:45:40.0000000,0.830672266
2017-07-20 23:45:50.0000000,0.829710007
2017-07-20 23:46:00.0000000,0.829891396
2017-07-20 23:46:10.0000000,0.829891396
2017-07-20 23:46:20.0000000,0.830072804
2017-07-20 23:46:30.0000000,0.830254233
2017-07-20 23:46:40.0000000,0.830254233
2017-07-20 23:46:50.0000000,0.830519513
2017-07-20 23:47:00.0000000,0.830984894
2017-07-20 23:47:10.0000000,0.83116643
2017-07-20 23:47:20.0000000,0.831347985
2017-07-20 23:47:30.0000000,0.831441082
2017-07-20 23:47:40.0000000,0.831622667
2017-07-20 23:47:50.0000000,0.831715773
2017-07-20 23:48:00.0000000,0.831990504
2017-07-20 23:48:10.0000000,0.832256147
2017-07-20 23:48:20.0000000,0.832344685
2017-07-20 23:48:30.0000000,0.832526378
2017-07-20 23:48:40.0000000,0.832708091
2017-07-20 23:48:50.0000000,0.832889823
2017-07-20 23:49:00.0000000,0.833076173
2017-07-20 23:49:10.0000000,0.83316476
2017-07-20 23:49:20.0000000,0.833346542
2017-07-20 23:49:30.0000000,0.833528344
2017-07-20 23:49:40.0000000,0.833794311
2017-07-20 23:49:50.0000000,0.833882937
2017-07-20 23:50:00.0000000,0.834255872
2017-07-20 23:50:10.0000000,0.833505345
2017-07-20 23:50:20.0000000,0.832754639
2017-07-20 23:50:30.0000000,0.831910491
2017-07-20 23:50:40.0000000,0.83107112
2017-07-20 23:50:50.0000000,0.830231748
2017-07-20 23:51:00.0000000,0.830590318
2017-07-20 23:51:10.0000000,0.830683601
2017-07-20 23:51:20.0000000,0.830776884
2017-07-20 23:51:30.0000000,0.830870167
2017-07-20 23:51:40.0000000,0.830958435
2017-07-20 23:51:50.0000000,0.831051728
2017-07-20 23:52:00.0000000,0.831518192
2017-07-20 23:52:10.0000000,0.831611484
2017-07-20 23:52:20.0000000,0.831793125
2017-07-20 23:52:30.0000000,0.831970372
2017-07-20 23:52:40.0000000,0.832063684
2017-07-20 23:52:50.0000000,0.832156996
2017-07-20 23:53:00.0000000,0.832338704
2017-07-20 23:53:10.0000000,0.832432026
2017-07-20 23:53:20.0000000,0.832613764
2017-07-20 23:53:30.0000000,0.832795522
2017-07-20 23:53:40.0000000,0.832977299
2017-07-20 23:53:50.0000000,0.833154706
2017-07-20 23:54:00.0000000,0.833429903
2017-07-20 23:54:10.0000000,0.833705139
2017-07-20 23:54:20.0000000,0.833887025
2017-07-20 23:54:30.0000000,0.832829731
2017-07-20 23:54:40.0000000,0.831860705
2017-07-20 23:54:50.0000000,0.83089144
2017-07-20 23:55:00.0000000,0.831161552
2017-07-20 23:55:10.0000000,0.831254596
2017-07-20 23:55:20.0000000,0.831427022
2017-07-20 23:55:30.0000000,0.831608658
2017-07-20 23:55:40.0000000,0.831701731
2017-07-20 23:55:50.0000000,0.831883397
2017-07-20 23:56:00.0000000,0.832162646
2017-07-20 23:56:10.0000000,0.832344361
2017-07-20 23:56:20.0000000,0.832437454
2017-07-20 23:56:30.0000000,0.832619199
2017-07-20 23:56:40.0000000,0.832712302
2017-07-20 23:56:50.0000000,0.832894077
2017-07-20 23:57:00.0000000,0.832006931
2017-07-20 23:57:10.0000000,0.830018084
2017-07-20 23:57:20.0000000,0.828120068
2017-07-20 23:57:30.0000000,0.826316831
2017-07-20 23:57:40.0000000,0.824334635
2017-07-20 23:57:50.0000000,0.822443015
2017-07-20 23:58:00.0000000,0.821476231
2017-07-20 23:58:10.0000000,0.82050921
2017-07-20 23:58:20.0000000,0.81954195
2017-07-20 23:58:30.0000000,0.81865702
2017-07-20 23:58:40.0000000,0.817600874
2017-07-20 23:58:50.0000000,0.816632794
2017-07-20 23:59:00.0000000,0.815664475
2017-07-20 23:59:10.0000000,0.813781557
2017-07-20 23:59:20.0000000,0.811992098
2017-07-20 23:59:30.0000000,0.810113344
2017-07-20 23:59:40.0000000,0.808415807
2017-07-20 23:59:50.0000000,0.806541128
2017-07-21 00:00:00.0000000,0.805849656
2017-07-21 00:00:10.0000000,0.804875473
2017-07-21 00:00:20.0000000,0.803910636
2017-07-21 00:00:30.0000000,0.803033536
2017-07-21 00:00:40.0000000,0.802068233
2017-07-21 00:00:50.0000000,0.801100402
2017-07-21 00:01:00.0000000,0.800493275
2017-07-21 00:01:10.0000000,0.799615075
2017-07-21 00:01:20.0000000,0.799793186
2017-07-21 00:01:30.0000000,0.799971317
2017-07-21 00:01:40.0000000,0.800147425
2017-07-21 00:01:50.0000000,0.800406306
2017-07-21 00:02:00.0000000,0.80067465
2017-07-21 00:02:10.0000000,0.800852889
2017-07-21 00:02:20.0000000,0.801031147
2017-07-21 00:02:30.0000000,0.801209425
2017-07-21 00:02:40.0000000,0.801387722
2017-07-21 00:02:50.0000000,0.801475855
2017-07-21 00:03:00.0000000,0.801834572
2017-07-21 00:03:10.0000000,0.80201294
2017-07-21 00:03:20.0000000,0.802103145
2017-07-21 00:03:30.0000000,0.802362441
2017-07-21 00:03:40.0000000,0.802540876
2017-07-21 00:03:50.0000000,0.80271933
2017-07-21 00:04:00.0000000,0.802988059
2017-07-21 00:04:10.0000000,0.803166563
2017-07-21 00:04:20.0000000,0.803345087
2017-07-21 00:04:30.0000000,0.803433347
2017-07-21 00:04:40.0000000,0.803611901
2017-07-21 00:04:50.0000000,0.803702194
2017-07-21 00:05:00.0000000,0.803971081
2017-07-21 00:05:10.0000000,0.804230774
2017-07-21 00:05:20.0000000,0.804409425
2017-07-21 00:05:30.0000000,0.804497754
2017-07-21 00:05:40.0000000,0.804676435
2017-07-21 00:05:50.0000000,0.804855136
2017-07-21 00:06:00.0000000,0.804222601
2017-07-21 00:06:10.0000000,0.803499704
2017-07-21 00:06:20.0000000,0.802864928
2017-07-21 00:06:30.0000000,0.802141952
2017-07-21 00:06:40.0000000,0.801418976
2017-07-21 00:06:50.0000000,0.800696
2017-07-21 00:07:00.0000000,0.800141486
2017-07-21 00:07:10.0000000,0.799418358
2017-07-21 00:07:20.0000000,0.798695229
2017-07-21 00:07:30.0000000,0.797972101
2017-07-21 00:07:40.0000000,0.797336467
2017-07-21 00:07:50.0000000,0.79661326
2017-07-21 00:08:00.0000000,0.796974863
2017-07-21 00:08:10.0000000,0.797065264
2017-07-21 00:08:20.0000000,0.79724314
2017-07-21 00:08:30.0000000,0.797333551
2017-07-21 00:08:40.0000000,0.797423962
2017-07-21 00:08:50.0000000,0.797594767
2017-07-21 00:09:00.0000000,0.79786314
2017-07-21 00:09:10.0000000,0.79795357
2017-07-21 00:09:20.0000000,0.798044
2017-07-21 00:09:30.0000000,0.79813443
2017-07-21 00:09:40.0000000,0.79822486
2017-07-21 00:09:50.0000000,0.798402872
2017-07-21 00:10:00.0000000,0.798493312
2017-07-21 00:10:10.0000000,0.798583752
2017-07-21 00:10:20.0000000,0.798583752
2017-07-21 00:10:30.0000000,0.798761804
2017-07-21 00:10:40.0000000,0.798932775
2017-07-21 00:10:50.0000000,0.799023234
2017-07-21 00:11:00.0000000,0.799204152
2017-07-21 00:11:10.0000000,0.799382281
2017-07-21 00:11:20.0000000,0.79947275
2017-07-21 00:11:30.0000000,0.799563219
2017-07-21 00:11:40.0000000,0.799563219
2017-07-21 00:11:50.0000000,0.799653688
2017-07-21 00:12:00.0000000,0.800012825
2017-07-21 00:12:10.0000000,0.800103303
2017-07-21 00:12:20.0000000,0.800193782
2017-07-21 00:12:30.0000000,0.800284261
2017-07-21 00:12:40.0000000,0.800364918
2017-07-21 00:12:50.0000000,0.800455406
2017-07-21 00:13:00.0000000,0.80072687
2017-07-21 00:13:10.0000000,0.800905176
2017-07-21 00:13:20.0000000,0.800181194
2017-07-21 00:13:30.0000000,0.79954771
2017-07-21 00:13:40.0000000,0.798823728
2017-07-21 00:13:50.0000000,0.798190243
2017-07-21 00:14:00.0000000,0.797317902
2017-07-21 00:14:10.0000000,0.796445343
2017-07-21 00:14:20.0000000,0.795572566
2017-07-21 00:14:30.0000000,0.795750297
2017-07-21 00:14:40.0000000,0.795920678
